date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2023-06-10,GB,Lingfield,8:15,Free Tips Daily On attheraces.com Restricted Novice Stakes (For horses In Bands B/C/D) (GBB Race),Flat,Class 5,,,3-5yo,,1m2f,10f,2012,Good To Firm,5,4,5,2,12.75,1.75,Reflex (IRE),3,G,133,p,2:9.62,129.62,21.00,Richard Kingscote,Charlie Fellowes,,–,59,El Kabeir (USA),Knapton Hill GB,Zamindar,Highclere   Ernest Rutherford,Midfield - pushed along over 2f out - ridden and weakened over 1f out(op 18/1 tchd 22/1)
2023-06-10,GB,Lingfield,8:45,At The Races App Expert Tips Fillies Handicap,Flat,Class 5,,0-70,3yo,F,1m2f,10f,2012,Good To Firm,8,2,1,7,0,0,Klimova (GB),3,F,137,,2:7.46,127.46,4.00,Daniel Muscutt,Kevin Philippart De Foy,3873.16,72,82,Intello (GER),Queen Of Ice GB,Selkirk,Corey Johnsen,Prominent - pushed along to lead over 1f out - ridden and kept on well inside final furlong(op 7/2)
2023-06-10,GB,Lingfield,8:45,At The Races App Expert Tips Fillies Handicap,Flat,Class 5,,0-70,3yo,F,1m2f,10f,2012,Good To Firm,8,5,2,8,1.75,1.75,Amazing (IRE),3,F,134,,2:7.81,127.81,4.60,Hollie Doyle,Roger Varian,1817.44,69,75,Siyouni (FR),Missy O Gwaun (IRE),Kings Best,Imad Alsagar,Prominent - pushed along and carried head awkwardly over 2f out - ridden and hung left over 1f out - kept on inside final furlong - no match for winner(op 7/2 tchd 10/3 and 4/1)
2023-06-10,GB,Lingfield,8:45,At The Races App Expert Tips Fillies Handicap,Flat,Class 5,,0-70,3yo,F,1m2f,10f,2012,Good To Firm,8,7,3,1,2,0.3,Zaakara (GB),3,F,125,,2:7.86,127.86,7.00,Richard Kingscote,Sir Michael Stoute,907.98,60,65,Bobbys Kitten (USA),Kesara GB,Sadlers Wells,Miss K Rausing,Midfield - pushed along and switched left over 2f out - ridden over 1f out - kept on inside final furlong(op 13/2 tchd 11/2)
2023-06-10,GB,Lingfield,8:45,At The Races App Expert Tips Fillies Handicap,Flat,Class 5,,0-70,3yo,F,1m2f,10f,2012,Good To Firm,8,4,4,6,3.5,1.5,Sydney Mews (IRE),3,F,135,h,2:8.16,128.16,10.00,Rob Hornby,Andrew Balding,454.36,70,72,New Bay (GB),La Superba (IRE),Medicean,Chelsea Thoroughbreds   Sm,Towards rear - switched left and headway over 2f out - ridden over 1f out - soon edged right - kept on inside final 110yds - not reach leaders(op 12/1)
2023-06-10,GB,Lingfield,8:45,At The Races App Expert Tips Fillies Handicap,Flat,Class 5,,0-70,3yo,F,1m2f,10f,2012,Good To Firm,8,3,5,3,4.75,1.25,Mildyjama (IRE),3,F,135,,2:8.41,128.41,7.00,Rossa Ryan,Ralph Beckett,226.44,70,70,Zoffany (IRE),Moment Juste GB,Pivotal,P Stokes S Krase,Midfield - raced awkwardly home turn - pushed along over 3f out - ridden over 1f out - kept on inside final furlong - no telling impression(op 9/2)
2023-06-10,GB,Lingfield,8:45,At The Races App Expert Tips Fillies Handicap,Flat,Class 5,,0-70,3yo,F,1m2f,10f,2012,Good To Firm,8,1,6,5,7.25,2.5,Valkyrian (IRE),3,F,140,,2:8.91,128.91,5.00,Saffie Osborne,Jamie Osborne,,75,70,Kodiac (GB),Darrinah (IRE),Shamardal,Holmes Family,Slowly away - detached early - raced in last - joined main group over 6f out - edged right over 3f out - raced awkwardly over 2f out - ridden over 1f out - never near to challenge (jockey said filly hung right-handed)(op 3/1)
2023-06-10,GB,Lingfield,8:45,At The Races App Expert Tips Fillies Handicap,Flat,Class 5,,0-70,3yo,F,1m2f,10f,2012,Good To Firm,8,8,7,4,7.75,.5,Churchill Rose (IRE),3,F,120,,2:9.01,129.01,15.00,Hayley Turner,Charlie Fellowes,,55,49,Churchill (IRE),Market Day GB,Tobougg,Newmarket Racing Club Hqiv,Took keen hold - midfield - raced awkwardly home turn - pushed along over 3f out - ridden over 2f out - weakened over 1f out(op 28/1)
2023-06-10,GB,Lingfield,8:45,At The Races App Expert Tips Fillies Handicap,Flat,Class 5,,0-70,3yo,F,1m2f,10f,2012,Good To Firm,8,6,8,2,12.25,4.5,Al Hargah (IRE),3,F,131,b,2:9.91,129.91,19.00,Sean Levey,Richard Hannon,,66,51,Muhaarar (GB),Platinum Pearl GB,Shamardal,Ziad A Galadari,Led - shaken up over 2f out - headed and weakened over 1f out(op 12/1 tchd 20/1)
2023-06-10,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 6,,0-65,4yo+,,2m½f,16.5f,3281,Good To Firm,6,5,1,3,0,0,Social City (GB),7,G,132,p,3:32.74,212.74,9.00,Hollie Doyle,Tony Carroll,3245.08,62,72,Cityscape (GB),Society Rose GB,Saddlers Hall,Wayne Clifford,Prominent in chasing group - went second over 6f out - pushed along and hung right over 3f out - ridden to lead over 2f out - edged left inside final furlong - kept on well(op 15/2 tchd 7/1)
2023-06-10,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 6,,0-65,4yo+,,2m½f,16.5f,3281,Good To Firm,6,4,2,4,1.75,1.75,Smokey Malone (GB),5,G,132,b,3:33.09,213.09,4.50,Dylan Hogan,Julia Feilden,1522.72,62,69,Outstrip (GB),Trixie Malone GB,Ishiguru,The Sultans Of Speed,Steadied soon after start - raced in last - headway over 2f out - switched right over 1f out - ridden and went second inside final furlong - no match for winner (jockey said gelding was outpaced in the early stages)(tchd 10/3)
2023-06-10,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 6,,0-65,4yo+,,2m½f,16.5f,3281,Good To Firm,6,1,3,1,2.25,.5,Cherry Cola (GB),7,M,130,,3:33.19,213.19,2.75,Rose Dawes,Sheena West,760.74,65,72,Sixties Icon (GB),Rose Cheval (USA),Johannesburg,The Affordable Partnership,Slowly away - took keen hold - towards rear - headway over 2f out - switched left and ridden over 1f out - kept on inside final furlong - not reach leaders(op 2/1)
2023-06-10,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 6,,0-65,4yo+,,2m½f,16.5f,3281,Good To Firm,6,6,4,5,3.75,1.5,Easy Equation (FR),5,G,121,p,3:33.49,213.49,3.75,Aidan Keeley,J S Moore,380.68,56,60,Rajsaman (FR),Simple Solution (USA),Dynaformer,Roy Humphrey J S Moore,Towards rear - pushed along over 2f out - no telling impression(op 5/2)
2023-06-10,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 6,,0-65,4yo+,,2m½f,16.5f,3281,Good To Firm,6,2,5,2,6.75,3,Liberated Lad (GB),5,G,133,tp,3:34.09,214.09,9.00,Theodore Ladd,B F Brookhouse,189.72,63,63,Muhaarar (GB),Puzzler (IRE),New Approach,Ms Ciera Mckeown,Prominent - led after 2f - went further clear after 4f - reduced lead over 6f out - ridden and headed over 2f out - weakened inside final furlong (jockey said gelding ran too free)(op 10/1)
2023-06-10,GB,Lingfield,7:15,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 6,,0-65,4yo+,,2m½f,16.5f,3281,Good To Firm,6,3,6,6,29.75,23,Crafter (IRE),5,G,132,,3:38.69,218.69,21.00,Richard Kingscote,Mark Loughnane,,62,27,Muhaarar (GB),Boston Rocker (IRE),Acclamation,Laurence Bellman,Led - headed and raced in second after 2f - pushed along and switched left over 3f out - ridden over 2f out - weakened over 1f out(op 16/1)
2023-06-12,GB,Lingfield,4:00,Follow @AtTheRaces On Twitter Restricted Novice Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,3-5yo,,7½f,7.5f,1532,Good To Firm,7,2,1,3,0,0,Kentucky Bluegrass (GB),3,G,137,,1:30.51,90.51,4.50,Jason Watson,David OMeara,4104,76,82,Requinto (IRE),Snowtime (IRE),Galileo,Empire State Racing Partnership,Midfield - pushed along over 2f out - ridden and pressed leader over 1f out - led inside final furlong - kept on well(tchd 10/3 and 18/5)
2023-06-12,GB,Lingfield,4:00,Follow @AtTheRaces On Twitter Restricted Novice Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,3-5yo,,7½f,7.5f,1532,Good To Firm,7,4,2,2,1.25,1.25,Kiaraad (GB),3,G,130,,1:30.76,90.76,9.50,Jefferson Smith,Ismail Mohammed,1926.60,–,71,Havana Grey (GB),Chasing Rubies (IRE),Tamayuz,Ismail Mohammed,Held up in rear - jumped path after 2f - pushed along over 2f out - ridden over 1f out - ran green but good headway inside final furlong - went second towards finish - promising(op 8/1 tchd 7/1)
2023-06-12,GB,Lingfield,4:00,Follow @AtTheRaces On Twitter Restricted Novice Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,3-5yo,,7½f,7.5f,1532,Good To Firm,7,1,3,7,1.5,0.3,Bobbys Blessing (GB),4,C,146,,1:30.81,90.81,3.25,Daniel Muscutt,Charlie Johnston,963.68,–,78,Bobbys Kitten (USA),Affirmatively GB,Diktat,Mrs Monica Josefina Borton,In touch with leaders - pushed along over 2f out - ridden over 1f out - kept on inside final furlong - went third final strides(op 15/8 tchd 7/4 and 5/2)
2023-06-12,GB,Lingfield,4:00,Follow @AtTheRaces On Twitter Restricted Novice Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,3-5yo,,7½f,7.5f,1532,Good To Firm,7,3,4,5,1.75,0.3,Imperial Dream (IRE),3,G,130,,1:30.86,90.86,2.25,Luke Morris,Sir Mark Prescott Bt,481.84,72,69,Holy Roman Emperor (IRE),Iffa Red (IRE),Iffraaj,Gregson Jenkins Lee Warman,Led - pushed along and ran green over 2f out - ridden over 1f out - headed inside final furlong - weakened and lost two places inside final 110yds(op 6/4 tchd 13/8)
2023-06-12,GB,Lingfield,4:00,Follow @AtTheRaces On Twitter Restricted Novice Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,3-5yo,,7½f,7.5f,1532,Good To Firm,7,7,5,4,6.25,4.5,Break The Spell (IRE),3,F,125,,1:31.76,91.76,23.00,William Carson,Michael Attwater,,70,52,Zoffany (IRE),Altogether (IRE),Kings Best,The Attwater Partnership,Prominent - pushed along 3f out - ridden 2f out - weakened over 1f out(tchd 20/1 and 25/1)
2023-06-12,GB,Lingfield,4:00,Follow @AtTheRaces On Twitter Restricted Novice Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,3-5yo,,7½f,7.5f,1532,Good To Firm,7,6,6,6,10.25,4,The Craftymaster (GB),3,G,128,,1:32.56,92.56,81.00,George Rooke,Roger Teal,,–,45,Master Carpenter (IRE),With Distinction GB,Zafonic,S J Barton,Slowly away - outpaced - lost touch 3f out(op 50/1 tchd 100/1)
2023-06-12,GB,Lingfield,4:00,Follow @AtTheRaces On Twitter Restricted Novice Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,3-5yo,,7½f,7.5f,1532,Good To Firm,7,5,7,1,27.25,17,Centre Back (GB),3,G,128,,1:35.96,95.96,201.00,Charlie Bennett,Sylvester Kirk,,–,1,Territories (IRE),Finale GB,Holy Roman Emperor,Sylvester Kirk,Slowly away - always behind - tailed off(op 150/1)
2023-06-12,GB,Lingfield,5:00,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 5,,0-75,3yo,,6f,6f,1207,Good To Firm,4,3,1,1,0,0,Magical Merlin (IRE),3,G,135,,1:10.32,70.32,7.50,David Probert,Harry & Roger Charlton,3873.16,75,87,Kodiac (GB),Aphrodites Angel (IRE),Dark Angel,Paul Inglett And Beckhampton Racing,Pressed leader - led 2f out - ridden over 1f out - went clear inside final furlong - readily(op 15/2)
2023-06-12,GB,Lingfield,5:00,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 5,,0-75,3yo,,6f,6f,1207,Good To Firm,4,2,2,4,4,4,Hover On The Wind (IRE),3,C,137,p,1:11.12,71.12,3.75,Daniel Muscutt,James Ferguson,1817.44,77,76,No Nay Never (USA),Casila (IRE),High Chaparral,Mrs Nicola Thorne,Held up in last - steady headway from over 2f out - pushed along 2f out - ridden over 1f out - went second inside final furlong - no impression final 110yds - no match for winner(op 9/4)
2023-06-12,GB,Lingfield,5:00,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 5,,0-75,3yo,,6f,6f,1207,Good To Firm,4,4,3,3,6.75,2.75,Get Off Me (IRE),3,G,118,,1:11.67,71.67,12.00,Kieran ONeill,Tom Dascombe,907.98,58,48,Dandy Man (IRE),Dutch Courage GB,Dutch Art,Russell Jones,Led - pushed along and headed 2f out - ridden over 1f out - weakened inside final furlong(op 10/1)
2023-06-12,GB,Lingfield,5:00,Sky Sports Racing HD Virgin 519 Handicap,Flat,Class 5,,0-75,3yo,,6f,6f,1207,Good To Firm,4,1,4,2,13.75,7,Mojeyrr (IRE),3,G,137,,1:13.07,73.07,1.67,Hollie Doyle,Archie Watson,454.36,77,45,Profitable (IRE),For Joy GB,Singspiel,Sheikh Ahmed Al Maktoum,Slowly into stride - took keen hold - prominent - unbalanced over 2f out - soon pushed along and lost position - ridden and weakened quickly over 1f out - eased final 110yds (trainer's rep said - regarding the poor form shown - that gelding appeared to become unbalanced and didn't handle the track on this occasion)(op 8/11 tchd 8/13)
2023-06-12,GB,Lingfield,3:30,At The Races App Form Study Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,8,8,1,5,0,0,Grey Gray (GB),2,F,126,,0:58.81,58.81,4.50,Hollie Doyle,Ed Dunlop,3564,–,66,Expert Eye (GB),Manana Chica (IRE),Kodiac,The Serendipity Partnership,Pressed leader - led over 1f out - kept on well inside final furlong(op 10/3 tchd 3/1)
2023-06-12,GB,Lingfield,3:30,At The Races App Form Study Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,8,2,2,3,1.25,1.25,Magic Force (IRE),2,C,133,,0:59.06,59.06,1.50,David Probert,Andrew Balding,1673.10,–,68,Soldiers Call (GB),Magic Mirror GB,Dutch Art,J Palmer Brown Partner 2,In touch with leaders - headway over 1f out - outpaced inside final furlong(op 4/5 tchd 4/9 and 5/6)
2023-06-12,GB,Lingfield,3:30,At The Races App Form Study Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,8,7,3,7,1.75,.5,Peace Wall (IRE),2,F,128,,0:59.16,59.16,13.00,Daniel Muscutt,Kevin Philippart De Foy,836.88,–,61,Camacho (GB),Blockade (IRE),Kheleyf,Run Away Racing Club,Led - headed over 1f out - weakened inside final furlong(op 15/2)
2023-06-12,GB,Lingfield,3:30,At The Races App Form Study Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,8,6,4,8,2.25,.5,Kitty Bennet (GB),2,F,128,,0:59.26,59.26,15.00,Saffie Osborne,Ed Walker,418.44,–,59,Cable Bay (IRE),Elizabeth Bennet (IRE),Acclamation,Mr Mrs T Odonohoe,Took keen hold - in touch with leaders - outpaced over 1f out - stayed on inside final furlong(op 11/1 tchd 10/1)
2023-06-12,GB,Lingfield,3:30,At The Races App Form Study Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,8,1,5,6,5,2.75,Different Breed (IRE),2,C,133,,0:59.81,59.81,26.00,Joshua Bryan,Simon Hodgson,,–,55,Estidhkaar (IRE),Filatelia (IRE),Intikhab,Ashley Curtin,Took keen hold - in touch with leaders - weakened inside final furlong(op 33/1 tchd 40/1)
2023-06-12,GB,Lingfield,3:30,At The Races App Form Study Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,8,4,6,9,5.75,.75,Black Jack Davey (GB),2,G,128,,0:59.96,59.96,101.00,Gina Mangan,Rachel Cook & John Bridger,,–,50,Coach House (IRE),La Fortunata GB,Lucky Story,Stewart Bridger Bxps,Towards rear and ran green - outpaced from 2f out - some headway inside final furlong(op 80/1 tchd 125/1)
2023-06-12,GB,Lingfield,3:30,At The Races App Form Study Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,8,9,7,2,6.25,.5,Villas Bullet (IRE),2,F,126,,1:0.06,60.06,34.00,Kieran ONeill,Alice Haynes,,–,43,James Garfield (IRE),Coup De Main (IRE),Oasis Dream,Lee Turland Bruiser Boys And Partners,Towards rear - outpaced from over 1f out(tchd 28/1 and 40/1)
2023-06-12,GB,Lingfield,3:30,At The Races App Form Study Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,8,3,8,4,9,2.75,Zachary (GB),2,C,133,,1:0.61,60.61,15.00,Franny Norton,Charlie Johnston,,–,40,Cable Bay (IRE),Roubles (USA),Speightstown,Owners Group 113,Reared start - took keen hold - in rear - some headway then ran green and hung left over 1f out - nudged along and weakened inside final furlong (jockey said colt reared as stalls opened)(op 17/2)
2023-06-12,GB,Lingfield,4:30,At The Races App Form Study Handicap,Flat,Class 6,,0-65,4yo+,,7f,7f,1408,Good To Firm,6,4,1,4,0,0,Amathus (IRE),6,G,133,p,1:22.87,82.87,4.50,David Probert,Patrick Chamings,3245.08,62,70,Anjaal (GB),Effige (IRE),Oratorio,David Henery,Midfield - pushed along over 2f out - ridden and steady headway from over 1f out - led inside final furlong - ridden out(op 10/3)
2023-06-12,GB,Lingfield,4:30,At The Races App Form Study Handicap,Flat,Class 6,,0-65,4yo+,,7f,7f,1408,Good To Firm,6,1,2,1,.5,.5,Major Gatsby (IRE),4,G,135,v,1:22.97,82.97,9.00,Luke Morris,Bill Turner,1522.72,64,69,The Grey Gatsby (IRE),Monteamiata (IRE),Dream Ahead,Mr Mrs Rj Manning,Took keen hold - raced in second - pushed along over 2f out - ridden and outpaced over 1f out - kept on inside final furlong - stayed on towards finish(op 7/1 tchd 17/2)
2023-06-12,GB,Lingfield,4:30,At The Races App Form Study Handicap,Flat,Class 6,,0-65,4yo+,,7f,7f,1408,Good To Firm,6,5,3,5,.75,0.3,Dulcet Spirit (GB),4,F,129,,1:23.02,83.02,34.00,Charlie Bennett,Brett Johnson,760.74,58,62,Invincible Spirit (IRE),Dulcet (IRE),Halling,Jeff Daniels And Kestonracingclub,Led against near rail - increased tempo 3f out - pushed along 2f out - ridden over 1f out - headed inside final furlong - weakened gradually final 110yds(op 20/1)
2023-06-12,GB,Lingfield,4:30,At The Races App Form Study Handicap,Flat,Class 6,,0-65,4yo+,,7f,7f,1408,Good To Firm,6,3,4,2,3.25,2.5,Repartee (IRE),6,G,130,,1:23.52,83.52,4.50,Paddy Bradley,Lee Carter,380.68,62,59,Invincible Spirit (IRE),Pleasantry GB,Johannesburg,Miss Victoria Baalham,Held up in rear - pushed along on outer 2f out - ridden over 1f out - kept on inside final 110yds - no telling impression(op 13/2)
2023-06-12,GB,Lingfield,4:30,At The Races App Form Study Handicap,Flat,Class 6,,0-65,4yo+,,7f,7f,1408,Good To Firm,6,6,5,6,3.5,0.1,Spirit Warning (GB),7,G,129,b,1:23.59,83.59,3.25,Neil Callan,George Baker,189.72,58,54,Charm Spirit (IRE),Averami GB,Averti,Carbine Of London Racing,Took keen hold - midfield - towards rear and waiting for room 3f out - not clear run 2f out - soon pushed along - ridden and found little 1f out - weakened final 110yds(op 2/1)
2023-06-12,GB,Lingfield,4:30,At The Races App Form Study Handicap,Flat,Class 6,,0-65,4yo+,,7f,7f,1408,Good To Firm,6,2,6,3,3.75,0.3,King Of Speed (IRE),4,G,132,p,1:23.62,83.62,4.50,Billy Loughnane,Mark Loughnane,,64,59,Acclamation (GB),Music And Dance GB,Galileo,Ben Parish Clare Loughnane,Held up in rear - pushed along over 2f out - soon outpaced - no impression(op 11/4)
2023-06-24,GB,Lingfield,8:20,Genco Retail Maintenance Novice Stakes (GBB Race),Flat,Class 5,,,3yo+,,6f,6f,1207,Good To Firm,7,1,1,4,0,0,Ice Cool Harry (GB),3,G,133,h,1:10.10,70.10,4.50,John Fahy,Clive Cox,4104,–,81,Harry Angel (IRE),Snow Squaw GB,Excelebration,J C Smith,Prominent on outer - ridden and went third 1f out - went second and challenging final 110yds - kept on well to lead towards finish(op 9/2 tchd 10/3)
2023-06-24,GB,Lingfield,8:20,Genco Retail Maintenance Novice Stakes (GBB Race),Flat,Class 5,,,3yo+,,6f,6f,1207,Good To Firm,7,6,2,3,.5,.5,Swiss Star (GB),3,F,128,,1:10.20,70.20,2.10,Jack Mitchell,Roger Varian,1926.60,–,74,Dark Angel (IRE),Swiss Dream GB,Oasis Dream,Lordship Stud,Prominent - jumped path over 5f out - switched left and pushed along over 1f out - went second and challenging 1f out - led final 110yds - headed and no extra towards finish(op 10/11 tchd 6/5)
2023-06-24,GB,Lingfield,8:20,Genco Retail Maintenance Novice Stakes (GBB Race),Flat,Class 5,,,3yo+,,6f,6f,1207,Good To Firm,7,7,3,1,1.75,1.25,Tuki Tuki (GB),3,F,128,h,1:10.45,70.45,10.00,Rossa Ryan,Hughie Morrison,963.68,–,70,Showcasing (GB),Coquet GB,Sir Percy,Mrs A Scott Fonthill Farms,Mounted in chute and taken down early - unseated rider before start and got loose beforehand - led and against near rail - ridden and lost two places final 110yds - weakened towards finish(op 15/2 tchd 7/1)
2023-06-24,GB,Lingfield,8:20,Genco Retail Maintenance Novice Stakes (GBB Race),Flat,Class 5,,,3yo+,,6f,6f,1207,Good To Firm,7,8,4,8,3.25,1.5,Turquoise Diamond (GB),3,F,128,,1:10.75,70.75,6.00,Pat Dobbs,William Haggas,481.84,–,65,Dubawi (IRE),Besharah (IRE),Kodiac,Sheikh Rashid Dalmook Al Maktoum,Prominent - lost position and dropped to rear when jumped path over 5f out - pushed along over 1f out - went fourth and kept on well inside final furlong - not reach leaders (jockey said filly hung right-handed)(op 6/1 tchd 9/2 and tchd 13/2)
2023-06-24,GB,Lingfield,8:20,Genco Retail Maintenance Novice Stakes (GBB Race),Flat,Class 5,,,3yo+,,6f,6f,1207,Good To Firm,7,4,5,7,8,4.75,Ardads Great (GB),3,F,128,t,1:11.70,71.70,10.00,Nicola Currie,Jamie Osborne,,75,50,Ardad (IRE),Belle Dormant (IRE),Rip Van Winkle,Barratt Racing,Slowly into stride - took keen hold - in rear - switched left after 1f - headway and prominent 5f out - went second over 3f out - ridden and lost two places 1f out - soon weakened (jockey said filly was slowly away and stopped quickly)(op 7/1 tchd 10/1)
2023-06-24,GB,Lingfield,8:20,Genco Retail Maintenance Novice Stakes (GBB Race),Flat,Class 5,,,3yo+,,6f,6f,1207,Good To Firm,7,5,6,6,9.25,1.25,Hoodoo (GB),3,F,128,,1:11.95,71.95,126.00,William Carson,Lee Carter,,–,46,Dark Angel (IRE),Hoodna (IRE),Invincible Spirit,Mrs K T Carter,Towards rear but in touch with leaders - jumped path over 5f out - pushed along over 1f out - weakened final furlong(op 100/1)
2023-06-24,GB,Lingfield,8:20,Genco Retail Maintenance Novice Stakes (GBB Race),Flat,Class 5,,,3yo+,,6f,6f,1207,Good To Firm,7,3,7,2,9.5,0.3,Stryder (IRE),3,G,133,,1:12.00,72.00,41.00,Rob Hornby,Ed Walker,,–,50,Oasis Dream (GB),Sorry Woman (FR),Ivan Denisovich,Mrs Sally Flatt,Raced in second - jumped path over 5f out - lost second and prominent over 3f out - ridden and lost position over 1f out - dropped to last and weakened inside final furlong(op 33/1)
2023-06-24,GB,Lingfield,6:20,Choice Training Handicap,Flat,Class 5,,0-75,4yo+,,1m3½f,11.5f,2334,Good To Firm,7,3,1,6,0,0,Fulfilled (GB),4,G,135,,2:28.39,148.39,1.73,Jack Mitchell,David Simcock,3873.16,75,85,Ulysses (IRE),Zoella (USA),Invincible Spirit,Khalifa Dasmal Partners,Towards rear and in touch with leaders - switched left and went fourth against far rail under 2f out - pushed along and went second over 1f out - led inside final furlong - ran on well - won going away(op 5/6)
2023-06-24,GB,Lingfield,6:20,Choice Training Handicap,Flat,Class 5,,0-75,4yo+,,1m3½f,11.5f,2334,Good To Firm,7,1,2,2,1.75,1.75,Premiere Ligne (FR),4,G,137,,2:28.74,148.74,10.00,Rossa Ryan,Hughie Morrison,1817.44,77,81,Lope De Vega (IRE),Realism (USA),First Defence,Caveat Emptor Partnership,Raced in second - ridden and led over 1f out - soon hung left - headed and no extra inside final furlong (jockey said gelding hung left-handed and became unbalanced under pressure)(tchd 11/1)
2023-06-24,GB,Lingfield,6:20,Choice Training Handicap,Flat,Class 5,,0-75,4yo+,,1m3½f,11.5f,2334,Good To Firm,7,7,3,7,3.25,1.5,Star From Afarhh (GB),4,F,129,p,2:29.04,149.04,8.00,Liam Keniry,Ed Walker,907.98,69,71,Farhh (GB),Tears Of The Sun GB,Mastercraftsman,Dr Bridget Drew Partners,Niggled along early - in rear - headway but edged left when pushed along under 2f out - disputing third and kept on inside final furlong - no match for first two(op 15/2)
2023-06-24,GB,Lingfield,6:20,Choice Training Handicap,Flat,Class 5,,0-75,4yo+,,1m3½f,11.5f,2334,Good To Firm,7,6,4,4,3.5,0.2,Dark Mystery (IRE),4,G,129,ht,2:29.13,149.13,9.50,Stefano Cherchi,B F Brookhouse,454.36,69,71,Dark Angel (IRE),Jakonda (USA),Kingmambo,R S Brookhouse,Led - ridden and lost two places over 1f out - outpaced and disputing third inside final furlong - kept on(tchd 9/1)
2023-06-24,GB,Lingfield,6:20,Choice Training Handicap,Flat,Class 5,,0-75,4yo+,,1m3½f,11.5f,2334,Good To Firm,7,2,5,5,3.75,0.2,Later Darling (GB),4,G,135,h,2:29.18,149.18,9.00,Rob Hornby,Amanda Perrett,226.44,75,76,Postponed (IRE),Saucy Minx (IRE),Dylan Thomas,Mrs F Cotton Mr Mrs P Conway,Prominent - switched left and pushed along 2f out - outpaced and disputing third inside final furlong - kept on(op 7/1)
2023-06-24,GB,Lingfield,6:20,Choice Training Handicap,Flat,Class 5,,0-75,4yo+,,1m3½f,11.5f,2334,Good To Firm,7,5,6,1,7,3.25,Daniel Deronda (GB),6,G,123,tb,2:29.79,149.79,19.00,Ryan Kavanagh,Amy Murphy,,70,66,Siyouni (FR),Madonna DellOrto GB,Montjeu,A White Partner,Slowly into stride - in rear - ridden and hung left 2f out - no impression (jockey said gelding was slowly away)(op 12/1)
2023-06-24,GB,Lingfield,6:20,Choice Training Handicap,Flat,Class 5,,0-75,4yo+,,1m3½f,11.5f,2334,Good To Firm,7,4,7,3,8.75,1.75,Thunder Max (GB),4,G,134,,2:30.14,150.14,11.00,Pat Dobbs,Richard Hannon,,74,67,Night Of Thunder (IRE),Tuolumne Meadows GB,High Chaparral,Amo Racing Limited,Dwelt start - pushed along early - midfield - pushed along home turn - ridden and lost position over 1f out - dropped to last and weakened inside final furlong(op 17/2 tchd 8/1)
2023-06-24,GB,Lingfield,5:50,Helen Keaney 70th Birthday Handicap,Flat,Class 5,,0-75,3yo+,,1m2f,10f,2012,Good To Firm,6,4,1,2,0,0,Eklil (GB),4,G,136,,2:7.03,127.03,7.00,Rossa Ryan,Rae Guest,3873.16,69,76,Invincible Spirit (IRE),Raaqy (IRE),Dubawi,Derek J Willis,Raced in second - pushed along and led 2f out - ridden and clear with one other when hung left 1f out - kept on(op 15/2)
